23408	16956	7.38825	6.53075	6.9548623853211	0.161693305674085	2.17647058823529	5.65207554385967	6.803827281042	8.269723610659	7.91832529137343	6.23083439808426	3.62516851134977	2.41991504350542	5.34565418457992	1.71378190846037	3.52124644226759	3.47317528005165	2.94494608326142	3.00067077838244	1.94142232359756	0	0	0
84612	13601	6.703	5.743	6.20762385321101	0.185888795360481	2.05882352941176	29.1943206959449	11.9834378094509	14.2479370745114	8.52768601398622	11.1043962126915	8.63824579916114	10.0678446707887	18.368341994421	15.0971627232368	8.4229913202153	18.8474905460776	7.23494489548137	0	8.55439518581616	14.903680224859	10.3298191718958	4.86064752852533
1973	9613	14.439	10.117	13.2141467889908	0.5363029966161	2	14.9978444790998	17.3906160338603	14.5812233982636	8.74301440139997	16.1982586125811	14.2059952214838	19.5032750258335	14.3624931106373	15.6784606152796	25.5119688461711	13.7193494590325	17.02817592852	3.39793650650924	8.88045126741367	10.8141395205361	10.545961122172	0
59284	17635	6.588	5.646	5.97894495412844	0.135882154475336	3	2.62134782770298	0	0	0	2.90561152368164	0	2.57356493428145	2.47082199022787	1.85996126336868	0	3.63130493720241	0	0	0	6.1458984963964	4.58846368755896	4.72138497037983
81553	15703	8.445	5.864	6.54328440366973	0.365115686682878	2.23529411764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6405	311	9.313	6.21	7.68756880733945	0.60266737903984	2.23529411764706	2.54115162407134	0	0	0	0	0	2.49353150307319	2.39116759748468	1.78366992687726	0	3.54902998995136	0	0	4.72042642537394	2.62640782820955	0	0
9968	5044	8.175	6.498	7.57314678899083	0.292864265921063	2.17647058823529	11.7577700705099	18.6109911401987	22.5794005605821	11.6328707058145	5.50219662804535	3.26308485199964	4.83407562885812	14.8100418678034	11.5942018500589	7.07466003235393	3.11208154111332	18.1529668718162	0	9.55250113499888	8.44277264295551	4.06350217789141	0
57158	15706	8.193333	6.036667	6.64561774311927	0.483873234496151	2.88235294117647	5.88615923588436	3.14494098998186	3.85804952556456	3.68810933763996	6.46657014993763	3.74153998192087	5.78856603622291	9.18377542239975	7.27157178554834	3.6374525075368	7.9530076101311	3.05983392684705	3.11572291113021	2.05088748393665	9.91845381991868	4.54609823393944	4.67899181116248
11023	6464	6.342	5.739	5.98308256880734	0.121289226449011	3.05882352941176	3.17591710875537	8.29186448769266	9.76654927578062	4.2957297590991	0	0	3.12731499785648	3.02266327452069	5.53638296328958	4.24476909416883	0	3.66230112962685	0	0	0	0	0
10241	10519	8.972	6.318	7.93279816513761	0.382717470974601	2.17647058823529	20.4268117343778	17.9076172598294	21.011333312767	8.98470272250374	16.7142823280214	14.5812233982636	15.3106297549736	14.8762953150706	25.2848136720689	20.0343555036421	8.78029471008666	12.4219160959083	7.80441389853271	5.60327941443567	15.8739047463246	4.95000990378216	0
1950	17061	6.694	5.876	6.16228440366972	0.152852451957164	1.94117647058824	6.90823706799755	5.22359533747284	6.66885886750343	2.78971129845453	18.8138090007261	2.84215406550044	24.3214867076092	63.2754542359034	39.3356987498279	2.74004162004022	18.8143180108459	2.17811870981512	0	34.8926934636821	21.4246413500105	13.1514128899208	8.39253097144055
387836	2092	7.29	5.681	6.08369724770642	0.205808590712033	Inf	8.76060994778856	4.51529942489613	5.23685972253198	5.06542570609256	9.35097772499775	5.1193541818289	8.66102683086016	13.751427325451	17.0141770989518	10.9526411382969	10.8527057688794	4.42870422206867	0	3.38678563160679	20.6502234392159	5.9288968715674	6.06228950444438
